"X","vectorName","vectorAddress","postal_code","lat","lon"
227,"Coleman Street Chambers Llc","77 High St #07-06 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
308,"Fidelis Law Corpn","77 High St #02-13/14 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
368,"Hh Lim Law Chambers","77 High St #02-10 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
821,"Singh & Co","77 High St #10-09 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
837,"Stuart & Ball LLC","77 High St #04-10 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
983,"Yap Loh & Partners Llp","77 High St #03-09 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
996,"Zenith Law Corpn","77 High St #05-03 High St Plaza Singapore 179433","Singapore 179433",1.290516,103.849283
622,"Metropolitan Law Coporation","47 Hill St #04-02 Singapore Chinese Chbrs of Commerce & Industry Bldg Singapore 179365","Singapore 179365",1.293309,103.850104
973,"Wong Juan Swee","47 Hill St #05-03 Singapore Chinese Chbrs of Commerce & Industry Bldg Singapore 179365","Singapore 179365",1.293309,103.850104
51,"Advocatus Law Llp","25 North Bridge Rd #08-01  Singapore 179104","Singapore 179104",1.290132,103.8497359
643,"Nair & Co Llc","25 North Bridge Rd #02-02  Singapore 179104","Singapore 179104",1.290132,103.8497359
6,"Jing Quee & Chin Joo","111 North Bridge Rd #27-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
34,"A Rohim Noor Lila & Partners","111 North Bridge Rd #07-21 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
36,"A. Rohim Noor Lila Llp","111 North Bridge Rd #29-03A Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
49,"Advent Law Corpn","111 North Bridge Rd #25-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
71,"Allister Lim & Thrumurgan","111 North Bridge Rd #11-04 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
74,"Alyssa Lee & Co","111 North Bridge Rd #21-01 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
94,"Apl Law Corpn","111 North Bridge Rd #29-05 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
112,"Assomull & Partners","111 North Bridge Rd #07-16 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
126,"B Rengarajoo & Associates","111 North Bridge Rd #08-01 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
156,"C S Lee","111 North Bridge Rd #08-12 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
177,"Charles N Mendis & Partners","111 North Bridge Road, #13-03, Peninsula Plaza, Singapore 179098","Singapore 179098",1.292307,103.850442
181,"Cheo & Tio","111 North Bridge Rd #07-27 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
240,"CS Gn Law Chambers","No. 111, North Bridge Road, #08-01, Peninsula Plaza, 179098, Singapore 179098","Singapore 179098",1.292307,103.850442
242,"D Rani & Co","111 North Bridge Rd #29-03A Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
247,"Daniel Loh & Partners","111 North Bridge Road, #08-17, Peninsula Plaza, Singapore 179098","Singapore 179098",1.292307,103.850442
325,"Gavan Law Practice Llc","111 North Bridge Rd #13-02 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
370,"Hilborne Law Llc","111 North Bridge Rd #29-06 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
388,"Ismail Hamid & Co","111 North Bridge Rd #29-03A Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
417,"Joethy & Co","111 North Bridge Rd #08-22 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
427,"Joseph Theseira","111 North Bridge Road, #08-01, Peninsula Plaza, Singapore 179098","Singapore 179098",1.292307,103.850442
454,"K.S.Chia Gurdeep & Param","111 North Bridge Road, #13-04, Peninsula Plaza, Singapore 179098","Singapore 179098",1.292307,103.850442
464,"Karuppan Chettiar & Partners","111 North Bridge Rd #29-01 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
495,"Kurup & Boo","111 North Bridge Rd #24-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
528,"Lee Shergill Llp","111 North Bridge Rd #07-07 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
533,"Legal Ink Law Corpn","111 North Bridge Rd #11-04 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
541,"Leo Fernando","111 North Bridge Rd #24-05 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
545,"Leong Partnership","111 North Bridge Rd #20-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
558,"Lim & Ong","111 North Bridge Rd #14-06 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
562,"Lim Hin Chye & Co","111 North Bridge Rd #05-24 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
564,"Lim Soo Peng & Co Llp","111 North Bridge Rd #29-02 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
593,"M P Kanisan & Partners","111 North Bridge Road, #08-01/02, Peninsula Plaza, Singapore 179098","Singapore 179098",1.292307,103.850442
596,"Madan D T Assomull","111 North Bridge Rd #07-04 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
598,"Mahmood Gaznavi & Partners","111 North Bridge Rd #11-02 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
649,"Netto & Magin Llc","111 North Bridge Rd #11-06 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
704,"Pritam Singh Gill & Co","111 North Bridge Rd #16-05A Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
741,"Regent Law Llc","111 North Bridge Rd #10-01 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
744,"Relianze Law Corpn","111 North Bridge Rd #08-30 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
745,"Remedios & Co","111 North Bridge Rd #07-17 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
761,"Rupert Seah & Co","111 North Bridge Rd #05-07 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
867,"Tan Lay Keng & Co","111 North Bridge Rd #14-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
881,"Tan Thian Chua & Co","111 North Bridge Rd #14-02 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
891,"Teo Keng Siang Llc","111 North Bridge Rd #29-07 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
912,"Trident Law Corpn","111 North Bridge Rd #11-04 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
929,"Vijay & Co","111 North Bridge Rd #13-05 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
931,"Vincent Yeoh & Co.","111 North Bridge Rd, Singapore 179098","Singapore 179098",1.292307,103.850442
932,"Vinit Chhabra Law Corpn","111 North Bridge Rd #07-05 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
959,"Winston Low & Partners","111 North Bridge Rd #11-03 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
595,"M.N.Swami","18 High St, Singapore","Singapore 179094",1.28983,103.849601
129,"Bachoo Mohan Singh Law Practice","1 North Bridge Rd #14-03 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
194,"Chiam & Co.","17 High St, Singapore 179094","Singapore 179094",1.28983,103.849601
249,"Darshan & Teo Llp","1 North Bridge Rd #17-06 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
285,"Dube & Co.","12 High St, Singapore 179094","Singapore 179094",1.28983,103.849601
321,"G Krishnan & Co.","12 High St, Singapore 179094","Singapore 179094",1.28983,103.849601
497,"Lai Mun Onn & Co","1 North Bridge Rd #16-06 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
522,"Lee Kim Siang & Co","1 North Bridge Rd #23-03 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
574,"Loh Lin Kok","Fax  1 North Bridge Rd #03-37 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
575,"Loh Lin Kok Advocates & Solicitors","1 North Bridge Rd #03-37 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
748,"Respondek & Fan Pte Ltd","1 North Bridge Rd #16-03 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
810,"Sim Chong Llc","1 North Bridge Rd #18-03 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
215,"Chung Ting Fai & Co","177 River Valley Rd #05-12 Liang Ct Complex Singapore 179030","Singapore 179030",1.29178,103.844896
820,"Singapore Mediation Centre","3 St. Andrew's Road, Level 3 City Hall, Singapore 178958","Singapore 178958",1.29068,103.851743
735,"Ravindran Associates","61 Stamford Rd #02-09 Stamford Ct Singapore 178892","Singapore 178892",1.293942,103.849996
512,"Lawnet Secretariat","1 Supreme Ct Ln, Singapore 178879","Singapore 178879",1.290317,103.850899
799,"Service Bureaux (Singapore)","1 Supreme Ct Ln, Singapore 178879","Singapore 178879",1.290317,103.850899
389,"J P Dendroff & Co","Fax  171 Chin Swee Rd #03-05 San Centre Singapore 169877","Singapore 169877",1.286875,103.840078
420,"John Tay & Co","171 Chin Swee Rd, Singapore 169877","Singapore 169877",1.286875,103.840078
694,"Phoeng & Co","171 Chin Swee Rd, Singapore 169877","Singapore 169877",1.286875,103.840078
18,"Song Ling & Partners","151 Chin Swee Rd #06-06 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
21,"A A Khan Law Practice","151 Chin Swee Rd #13-16 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
26,"A C Fergusson & Partners","151 Chin Swee Rd #02-07 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
59,"Alan Shankar & Lim Llc","151 Chin Swee Rd #09-15/16 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
144,"Billy & Alsree","151 Chin Swee Rd #13-11 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
165,"Centro-Legal Law Corpn","151 Chin Swee Rd #02-21 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
176,"Charan & Co","151 Chin Swee Rd #13-10 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
178,"Chee Wai Pong & Co","151 Chin Swee Rd #09-05 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
186,"Cheonghoh Law Corpn","Fax  151 Chin Swee Rd #09-01 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
190,"Chia S Arul & Co","151 Chin Swee Rd #03-09 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
256,"David Ong & Co","151 Chin Swee Rd #08-14 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
314,"Foo Liew & Philip Lam","151 Chin Swee Rd, Singapore 169876","Singapore 169876",1.287186,103.84065
343,"Grace Law Llc","151 Chin Swee Rd #13-15 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
399,"James Masih & Co","151 Chin Swee Rd #02-12 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
408,"Jeyabalen & Partners","151 Chin Swee Rd #12-08 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
413,"Jispal Law Chambers","151 Chin Swee Rd #03-01 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
422,"Jose Charles & Co","151 Chin Swee Rd #10-01 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
423,"Joseph Gay & Co","151 Chin Swee Rd #02-15 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
429,"Josephine Tay & Co","151 Chin Swee Rd #07-06 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
447,"K Prasad & Co","151 Chin Swee Rd #03-21 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
456,"Kai Law Chambers","151 Chin Swee Rd, Singapore 169876","Singapore 169876",1.287186,103.84065
457,"Kalai & Co","151 Chin Swee Rd #06-08 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
517,"Lee & Tan","151 Chin Swee Rd #10-06 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
648,"Neo & Lim","151 Chin Swee Rd #14-04 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
661,"Oliver Quek & Associates","151 Chin Swee Rd, Singapore 169876","Singapore 169876",1.287186,103.84065
681,"Parwani Law Llc","151 Chin Swee Rd #13-06 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
696,"Phua C K","151 Chin Swee Rd, Singapore 169876","Singapore 169876",1.287186,103.84065
703,"Prestige Legal Llp","151 Chin Swee Rd #12-15 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
751,"Richard Lim & Company","151 Chin Swee Rd #02-02 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
772,"S Skandarajah & Co","151 Chin Swee Rd #03-01 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
781,"Sam Koh & Co","151 Chin Swee Rd #12-02 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
786,"Samuel Poon & Co.","151 Chin Swee Rd, Singapore 169876","Singapore 169876",1.287186,103.84065
819,"Singa Retnam","151 Chin Swee Rd #02-12 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
911,"Tommy Choo Mark Goh & Partners","151 Chin Swee Rd #14-15/16 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
923,"Vas Kumar & Co","151 Chin Swee Rd #13-12 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
925,"Veritas Law Corpn","151 Chin Swee Rd #09-14 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
978,"Wong Yoong Phin & Co","151 Chin Swee Rd #02-29 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
154,"C Paglar & Co","50 Chin Swee Rd #05-03 Thong Chai Bldg Singapore 169874","Singapore 169874",1.287698,103.840408
645,"Nalpon & Co","11A Kg Bahru Rd   Singapore 169344","Singapore 169344",1.277257,103.83674
75,"Amarick Gill & Co","317 Outram Rd #02-19 Concorde Shopping Centre Singapore 169075","Singapore 169075",1.288842,103.8341389
81,"Andrew Chua & Co","315 Outram Rd #10-05A Tan Boon Liat Bldg Singapore 169074","Singapore 169074",1.287436,103.833889
332,"Glen Koh","195 Pearl's Hill Terrace, Singapore 168976","Singapore 168976",1.284053,103.841318
418,"Johan Ismail & Co","195 Pearl's Hill Ter #03-45B  Singapore 168976","Singapore 168976",1.284053,103.841318
742,"Regina Law Chambers","195 Pearl's Hill Ter #01-36  Singapore 168976","Singapore 168976",1.284053,103.841318
556,"Lim & Company","Blk 78 Moh Guan Ter #04-17  Singapore 162078","Singapore 162078",1.283741,103.830405
203,"Chow Ng Partnership","Blk 116 Jln Bt Merah #01-1655  Singapore 160116","Singapore 160116",1.281434,103.826405
305,"Exodus Law Corpn","Blk 53 Chin Swee Rd #03-21  Singapore 160053","Singapore 160053",1.2876669,103.841307
576,"Loo & Chong","Blk 52 Chin Swee Rd #03-67  Singapore 160052","Singapore 160052",1.287115,103.841413
266,"Dew Chambers","Blk 51 Chin Swee Rd #02-83  Singapore 160051","Singapore 160051",1.287465,103.841927
125,"B Rao & K S Rajah","Blk 9 Jln Kukoh #01-87  Singapore 160009","Singapore 160009",1.287701,103.838623
639,"Muzammil & Co","Blk 9 Jln Kukoh #01-87  Singapore 160009","Singapore 160009",1.287701,103.838623
210,"Christopher Bridges Law Corpn","16 Jln Kilang Timor #03-03 Redhill Forum Singapore 159308","Singapore 159308",1.28434,103.811306
455,"K2RF Law LLP","One Commonwealth Lane, #03-19, One Commonwealth, Singapore 149544","Singapore 149544",1.304438,103.796798
333,"Glenn Knight","89 Tanglin Halt Rd, Singapore 141089","Singapore 141089",1.302139,103.797267
749,"Reynolds Porter Chamberlain LLP","8 Marina View #34-02A, Asia Square Tower 1, Singapore 118960","Singapore 118960",1.291277,103.772064
895,"The Change Group LLP","87 Science Park Dr, Singapore 118260","Singapore 118260",1.287916,103.7904159
275,"Dominion LLC","200 Cantonment Rd #14-03B Southpoint Singapore 089763","Singapore 089763",1.273503,103.841196
342,"Gopal Perumal & Co","200 Cantonment Rd #14-03 Southpoint Singapore 089763","Singapore 089763",1.273503,103.841196
804,"Shenton Law Practice Llp","200 Cantonment Rd #14-03B Southpoint Singapore 089763","Singapore 089763",1.273503,103.841196
311,"Foo & Partners","21 Cantonment Rd   Singapore 089742","Singapore 089742",1.279069,103.840227
504,"Laurence Goh Eng Yau & Co","21 Cantonment Rd   Singapore 089742","Singapore 089742",1.279069,103.840227
718,"R.R. Chandra","78A Duxton Rd #02-00  Singapore 089537","Singapore 089537",1.278419,103.843289
95,"Aptus Law Corporation","10 Hoe Chiang Rd #06-07 Keppel Towers Singapore 089315","Singapore 089315",1.274357,103.842131
449,"K S Chia Gurdeep & Param","10 Hoe Chiang Rd #13-03 Keppel Towers Singapore 089315","Singapore 089315",1.274357,103.842131
490,"Kscgp Juris Llp","10 Hoe Chiang Rd #13-03 Keppel Towers Singapore 089315","Singapore 089315",1.274357,103.842131
553,"Liberty Law Practice Llp","10 Hoe Chiang Rd #13-00 Keppel Towers Singapore 089315","Singapore 089315",1.274357,103.842131
687,"Peter Ezekiel & Co.","3 Hoe Chiang Rd, Singapore 089315","Singapore 089315",1.274357,103.842131
543,"Leong Kwok Yan","32B Keong Saik Rd   Singapore 089139","Singapore 089139",1.280296,103.841718
544,"Leong Kwok Yan","32 Keong Saik Rd, Singapore 089139","Singapore 089139",1.280296,103.841718
462,"Kang Associates","19 Keppel Rd #08-05 Jit Poh Bldg Singapore 089058","Singapore 089058",1.272967,103.8421539
608,"Marks & Clerk","11 Keppel Rd, Singapore 089057","Singapore 089057",1.272855,103.842833
513,"Lawrence Chua Practice Llc","33A Kreta Ayer Rd   Singapore 088999","Singapore 088999",1.280712,103.842307
446,"K L Tan & Associates","144A Neil Rd   Singapore 088873","Singapore 088873",1.278169,103.8408369
906,"Tj Cheng Law Corpn","23 Neil Rd   Singapore 088815","Singapore 088815",1.280055,103.843335
673,"Optimus Chambers LLC","10 Raeburn Pk #01-01  Singapore 088702","Singapore 088702",1.273225,103.833507
153,"C H Lim & Associates","29 Teo Hong Rd, Singapore 088335","Singapore 088335",1.279738,103.8407299
445,"K L Lim & Sebastian Quek","12 Yan Kit Rd   Singapore 088264","Singapore 088264",1.2764359,103.84218
183,"Cheong & Cheong","Blk 11 Cantonment Cl #04-03  Singapore 080011","Singapore 080011",1.274399,103.83965
225,"Clyde & Co Clasis S'pore Pte. Ltd.","3 Anson Rd #21-01 Springleaf Tower Singapore 079909","Singapore 079909",1.27518,103.84624
341,"Goodwins Law Corpn","3 Anson Rd #07-01 Springleaf Tower Singapore 079909","Singapore 079909",1.27518,103.84624
773,"S T Chew & Partners","80 Anson Road, #22-03, Fuji Xerox Towers, Singapore 079907","Singapore 079907",1.2732079,103.843634
901,"Thummel Schutze & Partners LLP","80 Anson Rd #24-00 Fuji Xerox Towers Singapore 079907","Singapore 079907",1.2732079,103.843634
518,"Lee Bon Leong & Co","79 Anson Rd #11-01 79 Anson Rd Singapore 079906","Singapore 079906",1.2742309,103.845569
17,"Michael Khoo & Partners","10 Anson Rd #11-08 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
52,"Aegis Law Corporation","10 Anson Rd, Singapore 079903","Singapore 079903",1.276109,103.845924
56,"Aileen Chong & Co","10 Anson Rd #49-09 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
82,"Andrew Tan Tiong Gee & Co","10 Anson Rd #30-04 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
106,"Ascentsia Law Corpn","10 Anson Rd #03-01 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
297,"Eng Leong & Partners","10 Anson Rd #13-03 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
331,"Gideon Tan Razali Zaini","10 Anson Rd #19-04 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
350,"Gurdaib Cheong & Partners","10 Anson Rd #17-21 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
358,"Halijah Mohd & Co","10 Anson Rd #15-11 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
409,"JHT Law Corpn","10 Anson Rd #19-07 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
480,"Kim & Co","10 Anson Rd #30-11 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
524,"Lee Meng Mew & Co","10 Anson Rd, Singapore 079903","Singapore 079903",1.276109,103.845924
526,"Lee Mun Hooi & Co","10 Anson Rd #13-06 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
538,"Legalworks Law Corpn","10 Anson Rd #19-06 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
550,"Lexton Law Corpn","10 Anson Rd #24-01 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
583,"Low Yeap Toh & Goon Llp","10 Anson Rd #18-13 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
602,"Mani & Partners","10 Anson Rd #22-01A International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
623,"Michael BB Ong & Co","10 Anson Rd #33-06 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
737,"Raymond & Co","10 Anson Rd #28-05 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
764,"S H Koh & Co","10 Anson Rd #30-11 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
779,"Salem Ibrahim Llc","10 Anson Rd #15-19 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
853,"Tan & Au Llp","10 Anson Rd #19-09 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
869,"Tan Lee & Partners","10 Anson Rd #12-06 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
880,"Tan Soon Siew & Co","10 Anson Rd #27-01A International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
882,"Tang & Partners","10 Anson Rd #21-01 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
898,"Thomas Au & Lim","17 International Rd, Singapore 079903","Singapore 079903",1.276109,103.845924
942,"W.PDA Silva & Co.","10 Anson Road, #17-05, International Plaza, Singapore 079903","Singapore 079903",1.276109,103.845924
872,"Tan Lu Seng & Co","46A Peck Seah St   Singapore 079316","Singapore 079316",1.2780069,103.844891
302,"Eugene Ho & Partners","24 Peck Seah St #06-03 Nehsons Bldg Singapore 079314","Singapore 079314",1.278261,103.844907
428,"Josephine Chong Llc","24 Peck Seah St #06-02 Nehsons Bldg Singapore 079314","Singapore 079314",1.278261,103.844907
540,"Legiste Law Corpn","24 Peck Seah St #04-06 Nehsons Bldg Singapore 079314","Singapore 079314",1.278261,103.844907
858,"Tan & Yip Llc","24 Peck Seah St #05-11 Nehsons Bldg Singapore 079314","Singapore 079314",1.278261,103.844907
967,"Wong & Lim","24 Peck Seah St #09-02 Nehsons Bldg Singapore 079314","Singapore 079314",1.278261,103.844907
84,"Ang & Partners","78 Shenton Way #08-01 Chartis Bldg Singapore 079120","Singapore 079120",1.273044,103.844893
108,"Asia Ascent Law Corpn","78 Shenton Way #08-01A Chartis Bldg Singapore 079120","Singapore 079120",1.273044,103.844893
349,"Gurbani & Co Llc","78 Shenton Way #31-02 Chartis Bldg Singapore 079120","Singapore 079120",1.273044,103.844893
989,"Yeo-Leong & Peh LLC","10 Shenton Way #09-00 MAS Bldg Singapore 079117","Singapore 079117",1.27456,103.846354
762,"Ruth Chia & Co","171 Tras St #08-173 Union Bldg Singapore 079025","Singapore 079025",1.274364,103.843877
958,"Winchester Law Llc","171 Tras St #03-171 Union Bldg Singapore 079025","Singapore 079025",1.274364,103.843877
121,"Axis Law Corpn","163 Tras St #06-04 Lian Huat Bldg Singapore 079024","Singapore 079024",1.2748219,103.84395
327,"George Hwang Llc","163 Tras St #08-01 Lian Huat Bldg Singapore 079024","Singapore 079024",1.2748219,103.84395
870,"Tan Leroy & Chandra","70B Tras St   Singapore 079009","Singapore 079009",1.277598,103.844198
944,"Warren Tan & Co","54 Tras St #03-02  Singapore 078993","Singapore 078993",1.27801,103.84429
479,"Khor Law Llc","52A Tras St   Singapore 078991","Singapore 078991",1.278052,103.8442929
403,"Jc Law Asia Llc","1 Wallich St #14-01 Guoco Tower Singapore 078881","Singapore 078881",1.352083,103.819836
864,"Tan Kok Quan Partnership","1 Wallich St #07-02 Guoco Tower Singapore 078881","Singapore 078881",1.352083,103.819836
756,"Rodrigo Tock & Wilson","32 Wallich St, Singapore 078880","Singapore 078880",1.276952,103.84582
695,"Phoeng & Co.","105A Amoy St, Singapore 069925","Singapore 069925",1.28169,103.84754
161,"Campbell Johnston Clark S'pore Llp","83 Amoy St #04-01  Singapore 069902","Singapore 069902",1.280716,103.846949
280,"Dragonlaw Singapore Pte Ltd","4 Ann Siang Hill   Singapore 069786","Singapore 069786",1.281448,103.84535
527,"Lee Rajandran & Joseph","47 Ann Siang Rd #05-01  Singapore 069720","Singapore 069720",1.280439,103.846063
714,"Quek Peck Hong","43 Ann Siang Rd   Singapore 069718","Singapore 069718",1.280627,103.846097
515,"Lawyers On Demand (S) Pte Ltd","17A Boon Tat St   Singapore 069618","Singapore 069618",1.2813619,103.84833
128,"B T Tan & Co","180 Cecil St #12-02 Bangkok Bank Bldg Singapore 069546","Singapore 069546",1.279098,103.847827
339,"Golden Law Llc","156 Cecil St #06-09 Far Eastern Bank Bldg Singapore 069544","Singapore 069544",1.2798989,103.848234
164,"Central Chambers Law Corpn","150 Cecil St #03-00 AXA Life Bldg Singapore 069543","Singapore 069543",1.280195,103.848436
347,"Guan Teck & Lim","150 Cecil St #09-03/04 AXA Life Bldg Singapore 069543","Singapore 069543",1.280195,103.848436
712,"Quantum Law Corporation","150 Cecil St #09-01 AXA Life Bldg Singapore 069543","Singapore 069543",1.280195,103.848436
205,"Chris Chong & C T Ho Partnership","143 Cecil Street, #17-00, GB Building, Singapore 069542","Singapore 069542",1.278886,103.848024
58,"Alain A Johns Partnership","141 Cecil St #08-02 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
63,"Alice Yeo & Co","141 Cecil St #06-06 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
344,"Grays LLC","141 Cecil St #05-00 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
451,"K S Loo & Co","141 Cecil St #10-03 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
452,"K S Loo & Co","Tung Ann Association Building #10-03, 141 Cecil Street (S)069541, Singapore 069541","Singapore 069541",1.2793509,103.848329
674,"P Naidu","Singapore 069541","Singapore 069541",1.2793509,103.848329
759,"Ronald Wong & Co","141 Cecil St #07-06 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
809,"Silvester Legal Llc","141 Cecil St #08-02 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
900,"Thomas Toh","141 Cecil St #04-03 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
990,"Yik Koh Teo Llc","141 Cecil St #04-03 Tung Ann Assn Bldg Singapore 069541","Singapore 069541",1.2793509,103.848329
