vectorName,vectorAddress,postal_code,lat,lon,type
Chuan Lim Construction Pte Ltd,4 Woodlands Loop #03-00  Singapore 738204,Singapore 738204,1.4496929,103.804247,Architectural
Chung Architects,32 Jln Hitam Manis   Singapore 278446,Singapore 278446,1.308198,103.798774,Architectural
Chye Sun Glass Pte Ltd,Blk 1023 Yishun Ind Pk A #01-19  Singapore 768762,Singapore 768762,1.443059,103.834135,Architectural
Cicada Pte Ltd,Blk 168 Jln Bt Merah #12-01 Surbana One Singapore 150168,Singapore 150168,1.282928,103.818795,Architectural
Cipta Marketing Pte Ltd,1B Kranji Loop   Singapore 739537,Singapore 739537,1.433633,103.7556649,Architectural
Citiwall Pte Ltd,34 Kaki Bukit Cres #04-00 Kaki Bukit Techpark I Singapore 416263,Singapore 416263,1.335833,103.907345,Architectural
City Garden Pte Ltd,31 Lor Semangka   Singapore 698937,Singapore 698937,1.388084,103.725673,Architectural
CKLi:et Architects,149 Geylang Rd #02-01  Singapore 389233,Singapore 389233,1.311205,103.874251,Architectural
CKR Contract Services Pte Ltd,56 Sg Kadut Dr   Singapore 729573,Singapore 729573,1.4125859,103.744863,Architectural
Cl.K Architects,9 Purvis St #05-01  Singapore 188588,Singapore 188588,1.296585,103.855119,Architectural
Clear Glass Pte Ltd,6D Mandai Est #01-09  Singapore 729938,Singapore 729938,1.4064425,103.7575651,Architectural
Co-Design Architects,Blk 1 Thomson Rd #03-350D Balestier Hill Shopping Centre-Blk 1 Singapore 300001,Singapore 300001,1.3253569,103.842168,Architectural
Colin K Okashimo & Associates Pte Ltd,1 Syed Alwi Rd #06-02 Song Lin Bldg Singapore 207628,Singapore 207628,1.306227,103.85858,Architectural
Commercial & Domestic Plumbing Pte Ltd,Blk 24 Depot Lane #01-08  Singapore 109767,Singapore 109767,1.282164,103.810867,Architectural
Consortium 168 Architects Pte Ltd,18 Purvis St #02-01  Singapore 188597,Singapore 188597,1.296336,103.855461,Architectural
Content Construction & Development Pte Ltd,1 Ubi View #03-09  Singapore 408555,Singapore 408555,1.3321289,103.897083,Architectural
Csya Pte. Ltd.,5 Keong Saik Rd   Singapore 089113,Singapore 089113,1.279278,103.841512,Architectural
Cyber Glasstrade Pte. Ltd.,1 Bt Batok Cres #04-37 WCEGA Plaza Singapore 658064,Singapore 658064,1.338942,103.758733,Architectural
D'arclub Architects,80 Genting Lane #04-08 Ruby Ind Complex-Genting Blk Singapore 349565,Singapore 349565,1.326544,103.875761,Architectural
D+N Architects,79 Kg Bahru Rd #02-01  Singapore 169377,Singapore 169377,1.276358,103.835602,Architectural
Da Di Glass (S) Pte Ltd,11 Kranji Loop   Singapore 739545,Singapore 739545,1.434725,103.757433,Architectural
DCA Architects Pte Ltd,1 HarbourFront Ave #07-01 Keppel Bay Tower Singapore 098632,Singapore 098632,1.265032,103.818292,Architectural
Dengya Glass Pte Ltd,61 Woodlands Ind Pk E9 #03-10  Singapore 757047,Singapore 757047,1.352083,103.819836,Architectural
Deshin Engrg & Construction Pte Ltd,4 Kaki Bukit View #01-00 Kaki Bukit Techpark II Singapore 415943,Singapore 415943,1.3365229,103.908929,Architectural
Design 2 Associates Pte Ltd,988 Toa Payoh Nth #05-02  Singapore 319002,Singapore 319002,1.3425931,103.8497138,Architectural
Design Group Incorporated Architects,Blk 261 Waterloo St #04-12 Waterloo Centre Singapore 180261,Singapore 180261,1.2987169,103.851813,Architectural
Design Integrated Architects,1 Ubi View #04-01  Singapore 408555,Singapore 408555,1.3321289,103.897083,Architectural
Design International Architects Llp,149B Selegie Rd   Singapore 188314,Singapore 188314,1.303012,103.849947,Architectural
Design Link Architects Pte. Ltd.,60A Peck Seah St   Singapore 079323,Singapore 079323,1.277653,103.844836,Architectural
Design Metabolists,Blk 165 Bt Merah Central #03-3675  Singapore 150165,Singapore 150165,1.28344,103.816199,Architectural
Design-Environment Group Architects,50 Eu Tong Sen St   Singapore 059803,Singapore 059803,1.287248,103.845737,Architectural
Design-Environment Group Architects Llp,320 Serangoon Rd #04-11 Serangoon Plaza Singapore 218108,Singapore 218108,1.310986,103.855056,Architectural
Designshop Pte Ltd,896 Dunearn Rd #03-11 Sime Darby Centre Singapore 589472,Singapore 589472,1.336502,103.783339,Architectural
Dg Glass Pte. Ltd.,7 Mandai Link #05-30 Mandai Connection Singapore 728653,Singapore 728653,1.352083,103.819836,Architectural
Diamond Glass Enterprise Pte Ltd,43 Loyang Way   Singapore 508737,Singapore 508737,1.380299,103.975646,Architectural
DJ Builders & Contractors Pte Ltd,8 Ubi Rd 2 #06-13 Zervex Singapore 408538,Singapore 408538,1.333947,103.894921,Architectural
DP Architects Pte Ltd,6 Raffles Blvd #04-100 Marina Sq Singapore 039594,Singapore 039594,1.290989,103.857422,Architectural
DSA Architects,38A Race Course Rd   Singapore 218555,Singapore 218555,1.308098,103.850707,Architectural
Duraslide Pte Ltd,162 Tagore Lane   Singapore 787571,Singapore 787571,1.38599,103.8293149,Architectural
Dwell Projects Architects,54 Maude Rd #03-05 Townshend Bldg Singapore 208346,Singapore 208346,1.308022,103.858338,Architectural
E K Architects,10 Ubi Cres #06-70 Ubi Techpark Singapore 408564,Singapore 408564,1.326293,103.896145,Architectural
Earthwork Constructions Pte Ltd,1 Yishun St 23 #03-19  Singapore 768441,Singapore 768441,1.4379249,103.841475,Architectural
East 9 Architects & Planners Pte. Ltd.,160 Changi Rd #04-12  Singapore 419728,Singapore 419728,1.317011,103.902274,Architectural
Eml Architects,26 Sin Ming Lane #07-122 Midview City Singapore 573971,Singapore 573971,1.359509,103.833969,Architectural
Emperor Engrg (S) Pte.Ltd.,60 Albert St #12-07 OG Albert Complex Singapore 189969,Singapore 189969,1.3020259,103.853648,Architectural
Eng Hock Heng Construction Pte. Ltd.,21 Toh Guan Rd East #07-18  Singapore 608609,Singapore 608609,1.337651,103.754693,Architectural
Environmental Landscape Pte Ltd,8 Kensington Pk Dr #01-04 Kensington Pk Singapore 557323,Singapore 557323,1.368581,103.86959,Architectural
Envirospace Consultants Pte Ltd,20 MacTaggart Rd #08-02  Singapore 368079,Singapore 368079,1.334798,103.885318,Architectural
Epic Design Architects,400 Balestier Rd #02-17 Balestier Plaza Singapore 329802,Singapore 329802,1.325601,103.850723,Architectural
Ever Flash Contractor,Blk 1013 Geylang East Ave 3 #01-102  Singapore 389728,Singapore 389728,1.318756,103.890619,Architectural
EZRA Architects,314A Joo Chiat Rd   Singapore 427565,Singapore 427565,1.309351,103.902388,Architectural
Fabriglass Construction Pte Ltd,Blk 2021 Bt Batok St 23 #01-180  Singapore 659526,Singapore 659526,1.342267,103.752616,Architectural
Facade Globalmaster Pte. Ltd.,Fax  22 Sin Ming Lane #06-74 Midview City Singapore 573969,Singapore 573969,1.358606,103.833566,Architectural
Fdat Architects Llp,16B Trengganu St   Singapore 058470,Singapore 058470,1.282988,103.844159,Architectural
Fireland Engineering Pte Ltd,8 Kaki Bukit Ave 4 #06-26  Singapore 415875,Singapore 415875,1.3384021,103.9059451,Architectural
First Class Construction Pte. Ltd.,Fax Blk 90 Geylang Bahru #01-2748  Singapore 339698,Singapore 339698,1.320864,103.873774,Architectural
Foo Heng Contracts Pte. Ltd.,50 Tuas Ave 11 #03-02  Singapore 639107,Singapore 639107,1.325304,103.642923,Architectural
Foo Sin Glass Merchant,Blk 74 Geylang Bahru #01-2862  Singapore 339682,Singapore 339682,1.32109,103.872231,Architectural
Full Glass Pte Ltd,22 Mandai Est   Singapore 729914,Singapore 729914,1.406625,103.75884,Architectural
G T Art-Glass,280 Woodlands Ind Pk E5 #07-17  Singapore 757322,Singapore 757322,1.4516117,103.7951978,Architectural
G-Glass Pte.Ltd.,68 Kaki Bukit Ave 6 #02-06  Singapore 417896,Singapore 417896,1.3409886,103.9139969,Architectural
Garden & Landscape Centre (Pte) Ltd,20 MacTaggart Rd #08-02  Singapore 368079,Singapore 368079,1.334798,103.885318,Architectural
Gates PCM Construction Ltd,33 Ubi Ave 3 #02-05 Vertex Singapore 408868,Singapore 408868,1.33295,103.894131,Architectural
Gee Suan Trading & Construction,87 Cashew Rd #03-01 Cashew Heights Singapore 679658,Singapore 679658,1.372821,103.767893,Architectural
Geostock Asia Pte Ltd,3 International Business Pk #03-27 Nordic European Centre Singapore 609927,Singapore 609927,1.32681,103.748282,Architectural
Glass Vision Design Pte. Ltd.,Blk 1038 Eunos Ave 3 #01-66  Singapore 409845,Singapore 409845,1.320481,103.898985,Architectural
Glasshouse Enterprise,10 Kaki Bukit Rd 2 #03-03  Singapore 417868,Singapore 417868,1.339058,103.8995039,Architectural
Glassic Glass Construction,Blk 28 Sin Ming Dr #01-179  Singapore 575702,Singapore 575702,1.357409,103.83593,Architectural
Glassic Specialists Pte Ltd,280 Woodlands Ind Pk E5 #05-26  Singapore 757322,Singapore 757322,1.4516117,103.7951978,Architectural
Glasslink Services Pte. Ltd,10 Admiralty St #03-73 North Link Bldg Singapore 757695,Singapore 757695,1.461615,103.812348,Architectural
Glastechnik Pte. Ltd,51 Jln Pemimpin #01-05 Mayfair Ind Bldg Singapore 577206,Singapore 577206,1.351649,103.84221,Architectural
Glastecnik Pte. Ltd.,120 Lower Delta Rd #02-03 Cendex Centre Singapore 169208,Singapore 169208,1.280226,103.822926,Architectural
Glazier Glass Specialist,10 Admiralty St #02-68 North Link Bldg Singapore 757695,Singapore 757695,1.461615,103.812348,Architectural
Glaziers Pte. Ltd.,48 Toh Guan Rd East #08-99 Enterprise Hub Singapore 608586,Singapore 608586,1.337078,103.7547249,Architectural
Globalwide International Pte Ltd,84 Kaki Bukit Ind Ter   Singapore 416164,Singapore 416164,1.3359049,103.901955,Architectural
Great Wall Technology Aluminium Industry Pte. Ltd.,12 Tannery Rd #03-01  Singapore 347722,Singapore 347722,1.3289359,103.876546,Architectural
Greenhilli Pte Ltd,9 Jln Kubor #02-01  Singapore 199206,Singapore 199206,1.303882,103.8593379,Architectural
Guz Wilkinson Architects,3 Jln Kelabu Asap   Singapore 278199,Singapore 278199,1.311725,103.798895,Architectural
H Rogers Trading (S) Pte Ltd,51 Goldhill Plaza #08-10 Goldhill Plaza Singapore 308900,Singapore 308900,1.318222,103.842817,Architectural
Ha Architects Pte Ltd,73 Ubi Rd 1 #07-51 Oxley Bizhub Singapore 408733,Singapore 408733,1.352083,103.819836,Architectural
Hb Glass & Aluminium Pte. Ltd.,27 Playfair Rd #05-00  Singapore 367991,Singapore 367991,1.334616,103.88641,Architectural
HCF & Associates,54 Prinsep St #02-01  Singapore 188684,Singapore 188684,1.299722,103.849732,Architectural
Heng Dee Cee Contractor,Blk 346 Woodlands St 32 #01-178  Singapore 730346,Singapore 730346,1.432415,103.780837,Architectural
Heng Hwa Machinery & Sanitary,152 Tagore Lane   Singapore 787566,Singapore 787566,1.385651,103.829713,Architectural
Hi-Tech Demolition Pte Ltd,8B Admiralty St #04-03  Singapore 757440,Singapore 757440,1.352083,103.819836,Architectural
Hiladt Architects Llp,182 Tg Katong Rd   Singapore 436986,Singapore 436986,1.3098129,103.894097,Architectural
Hong Fa Logistics & Engrg Pte. Ltd.,67 Ubi Cres #03-03 Techniques Centre Singapore 408560,Singapore 408560,1.3279399,103.898087,Architectural
Hong Fu Construction Pte Ltd,10 Admiralty St #03-58 North Link Bldg Singapore 757695,Singapore 757695,1.461615,103.812348,Architectural
Hong Hai Environmental Art Pte Ltd,67 Ubi Rd 1 #06-09 Oxley Bizhub Singapore 408730,Singapore 408730,1.352083,103.819836,Architectural
Howden Thomassen Far East Pte Ltd,219 Henderson Rd #08-04 Henderson Ind Pk Singapore 159556,Singapore 159556,1.280219,103.819868,Architectural
Hua Fong Builder & Contractor Pte. Ltd.,4 Defu Lane 8   Singapore 539308,Singapore 539308,1.3556029,103.895815,Architectural
Huay Architects,138 Cecil St #09-02 Cecil Ct Singapore 069538,Singapore 069538,1.280756,103.848778,Architectural
Hwa Aik Engrg Pte Ltd,28 Woodlands Ind Pk E5   Singapore 757803,Singapore 757803,1.453435,103.798924,Architectural
Hwa Glass Pte Ltd,7 Mandai Link #04-25 Mandai Connection Singapore 728653,Singapore 728653,1.352083,103.819836,Architectural
HYLA Architects,47 Ann Siang Rd #02-01  Singapore 069720,Singapore 069720,1.280439,103.846063,Architectural
Ian Lander Architect,Fax  44 Monk's Hill Rd #02-48  Singapore 228575,Singapore 228575,1.310093,103.84021,Architectural
Ichiban Glass Construction,7 Mandai Link #06-03 Mandai Connection Singapore 728653,Singapore 728653,1.352083,103.819836,Architectural
Ideal Glass Pte. Ltd.,7 Mandai Link #09-21 Mandai Connection Singapore 728653,Singapore 728653,1.352083,103.819836,Architectural
Import Fashion House,Blk 32 New Market Rd #03-1036 People's Pk Singapore 050032,Singapore 050032,1.284987,103.842602,Architectural
Innovisionfacade Pte Ltd,10A Opal Cres   Singapore 328405,Singapore 328405,1.327663,103.867364,Architectural
International Design Studio Pte Ltd,Blk 168 Jln Bt Merah #05-00 Surbana One Singapore 150168,Singapore 150168,1.282928,103.818795,Architectural
Ip:li Architects,100 Pasir Panjang Rd #03-01  Singapore 118518,Singapore 118518,1.275525,103.795551,Architectural
ISG Asia (S) Pte Ltd,1A Lor Telok   Singapore 049014,Singapore 049014,1.287103,103.848802,Architectural
Ix Architects Pte. Ltd.,8 Burn Rd #13-13 Trivex Singapore 369977,Singapore 369977,1.335497,103.885304,Architectural
J J Glass Design Creations Pte Ltd,6D Mandai Est #09-13  Singapore 729938,Singapore 729938,1.4064425,103.7575651,Architectural
Jad Architects Llp,113 Eunos Ave 3 #06-11 Gordon Ind Bldg Singapore 409838,Singapore 409838,1.319896,103.896867,Architectural
James Ferrie & Partners,63 Hillview Ave #10-18B Lam Soon Ind Bldg Singapore 669569,Singapore 669569,1.357084,103.763605,Architectural
James Yip & Partners,2 Leng Kee Rd #05-03A Thye Hong Centre Singapore 159086,Singapore 159086,1.290982,103.814894,Architectural
Jangho Group Co Ltd. S'pore Branch,190 MacPherson Rd #04-01  Singapore 348548,Singapore 348548,1.329571,103.874301,Architectural
Jesken Management & Consultancy Pte Ltd,Blk 23 Ghim Moh Link #36-222  Singapore 271023,Singapore 271023,1.308686,103.78623,Architectural
JGP Architecture (S) Pte Ltd,51 Anson Rd #06-00 Anson Centre Singapore 079904,Singapore 079904,1.274627,103.845714,Architectural
Jinyue Aluminium Engrg (S) Pte. Ltd.,31 Bt Batok Cres #01-52 The Splendour Singapore 658070,Singapore 658070,1.3367579,103.758667,Architectural
Jiudong Llp,7 Keppel Rd #03-14 Tg Pagar Complex Singapore 089053,Singapore 089053,1.271418,103.842329,Architectural
Jl Plumbing & Engrg Pte. Ltd,15 Yishun Industrial St 1 #05-18  Singapore 768091,Singapore 768091,1.437736,103.8447045,Architectural
JLA Designs,16 Arumugam Rd #02-01 Lion Bldg D Singapore 409961,Singapore 409961,1.325694,103.891235,Architectural
Joo Siang & Co Pte Ltd,54 Maude Rd #03-06 Townshend Bldg Singapore 208346,Singapore 208346,1.308022,103.858338,Architectural
Jpl Consultants Pte. Ltd.,352B King George's Ave   Singapore 208580,Singapore 208580,1.3106549,103.862712,Architectural
JS Metal Pte Ltd,2C Mandai Est   Singapore 729900,Singapore 729900,1.405508,103.757206,Architectural
JTP Architects,2 Second Ave   Singapore 266652,Singapore 266652,1.32959,103.799691,Architectural
K H Lee Engrg & Construction Pte Ltd,24A Benoi Rd   Singapore 629897,Singapore 629897,1.305988,103.676606,Architectural
Kay Ngee Tan Architects,16 Duxton Hill   Singapore 089599,Singapore 089599,1.278773,103.842797,Architectural
KCL Architects,5B Aliwal St  Chenn Leonn Bldg Singapore 199898,Singapore 199898,1.301742,103.861356,Architectural
Kengly Glass Contractor,Blk 84 Geylang Bahru #01-2688  Singapore 339692,Singapore 339692,1.320189,103.873945,Architectural
Kim Li Facade Pte. Ltd.,Blk 9008 Tampines St 93 #02-35  Singapore 528843,Singapore 528843,1.341892,103.942416,Architectural
Kinetics Process Systems Pte Ltd,1 Clementi Loop #02-01/02  Singapore 129808,Singapore 129808,1.325175,103.76352,Architectural
Kite Studio Architecture Pte.,930A East Coast Rd   Singapore 459118,Singapore 459118,1.312613,103.925018,Architectural
Kng Architects & Urbanists,178 Lornie Rd   Singapore 298715,Singapore 298715,1.340132,103.8311839,Architectural
Kung & Tan Architects,Blk 158 Bt Batok St 11 #04-218  Singapore 650158,Singapore 650158,1.348769,103.743143,Architectural
Kwang Tat Glass Pte Ltd,11 Kian Teck Rd   Singapore 628768,Singapore 628768,1.328303,103.690529,Architectural
Kwong Ling Frame Maker,3 Kelantan Rd   Singapore 208601,Singapore 208601,1.306043,103.856031,Architectural
Kwong Thai Trading Glass Merchant,312 Joo Chiat Rd   Singapore 427563,Singapore 427563,1.309423,103.902315,Architectural
Kyoob Architects Pte Ltd,Blk 336 Smith St #04-306 New Bridge Centre Singapore 050336,Singapore 050336,1.282878,103.8425649,Architectural
La Glass Ltd Liability Partnership,3 Lor Bakar Batu #04-01 Brightway Bldg Singapore 348741,Singapore 348741,1.328296,103.872011,Architectural
Lai Feng Construction Pte Ltd,43 Sg Kadut St 6 #03-00  Singapore 728872,Singapore 728872,1.427692,103.748301,Architectural
Lam Sai Engrg Works,79L Jln Senang  Yong Seng Est Singapore 418430,Singapore 418430,1.328114,103.915482,Architectural
Landmark Architects Associate,43F Carlisle Rd   Singapore 219613,Singapore 219613,1.314195,103.848223,Architectural
Laud Architects Pte Ltd,510 Thomson Rd #02-08 SLF Bldg Singapore 298135,Singapore 298135,1.3335729,103.8391259,Architectural
Lead Management Engineering & Construction Pte Ltd,16 International Business Pk #03-00 M+W Zander Singapore 609929,Singapore 609929,1.3258779,103.747729,Architectural
Lee & Associates Chartered Architects & Designers,Blk 334 Kreta Ayer Rd #03-08  Singapore 080334,Singapore 080334,1.281699,103.842327,Architectural
Lee Coo Consultant Associates,1 Park Rd #04-38 People's Pk Complex Singapore 059108,Singapore 059108,1.284095,103.8425309,Architectural
Leighton John Holland Joint Venture,823A Up Thomson Rd #01-01  Singapore 787134,Singapore 787134,1.352083,103.819836,Architectural
LG Architects & Associates,Blk 809 French Rd #04-168 Kitchener Complex Singapore 200809,Singapore 200809,1.308384,103.861858,Architectural
Lian Beng Engrg & Machinery Pte Ltd,63 Senoko Dr   Singapore 758250,Singapore 758250,1.46669,103.808397,Architectural
Lighting Images Asia Pte. Ltd.,201 Joo Chiat Rd #02-03  Singapore 427472,Singapore 427472,1.311658,103.900795,Architectural
Lim Eng Khoon Architects,845 Geylang Rd #04-11 Tg Katong Complex Singapore 400845,Singapore 400845,1.3164419,103.894357,Architectural
Lim Soo Ann,3 Irving Rd #06-07A Irving Ind Bldg Singapore 369522,Singapore 369522,1.335643,103.886951,Architectural
LKS Architects & Planners,6001 Beach Rd #21-07 Golden Mile Tower Singapore 199589,Singapore 199589,1.302128,103.864082,Architectural
Loh Bros (Pte) Ltd,Blk 2021 Bt Batok St 23 #02-188  Singapore 659526,Singapore 659526,1.342267,103.752616,Architectural
Look Architects Pte. Ltd.,18 Boon Lay Way #09-135 TradeHub 21 Singapore 609966,Singapore 609966,1.328234,103.753597,Architectural
LST Architects,55 Duxton Rd   Singapore 089519,Singapore 089519,1.278127,103.843266,Architectural
Management Corpn Strata Title No 1822,Lot 19-11 Lor Puntong   Singapore 570000,Singapore 570000,1.352083,103.819836,Architectural
Marketech Integrated Pte Ltd,86 Kaki Bukit Ind Ter #01-00  Singapore 416166,Singapore 416166,1.335537,103.901689,Architectural
Martin Lee Designs,18 Boon Lay Way #10-110 TradeHub 21 Singapore 609966,Singapore 609966,1.328234,103.753597,Architectural
Meng Heng Glass (Pte) Ltd,34 Defu Lane 4   Singapore 539427,Singapore 539427,1.359322,103.9001,Architectural
Merx Construction Management (MCM) Pte Ltd,41A Amoy St   Singapore 069867,Singapore 069867,1.28058,103.846963,Architectural
Ming Sheng Glass Contractor,71 Woodlands Ave 10 #03-04  Singapore 737743,Singapore 737743,1.352083,103.819836,Architectural
Mirage International,180 Cecil St #09-04 Bangkok Bank Bldg Singapore 069546,Singapore 069546,1.279098,103.847827,Architectural
Miyake Masaki Associates Pte. Ltd.,1 Larkhill Rd #03-37  Singapore 099394,Singapore 099394,1.252073,103.822236,Architectural
Mk Tunnel Pte. Ltd.,41 Meragi Ter   Singapore 487858,Singapore 487858,1.342756,103.959363,Architectural
Mode Architects Pte Ltd,82 Playfair Rd #06-02  Singapore 368001,Singapore 368001,1.337221,103.885315,Architectural
Mok & Associates,175A Bencoolen St #09-08 Burlington Sq Singapore 189650,Singapore 189650,1.3020179,103.852486,Architectural
Mozaac Architects,144A East Coast Rd   Singapore 428834,Singapore 428834,1.306232,103.90555,Architectural
Mr Tenarchitects,1 C'wealth Lane #04-30  Singapore 149544,Singapore 149544,1.304438,103.796798,Architectural
Multi-Glaze Pte Ltd,196 Pandan Loop #06-25 Pantech Business Hub Singapore 128384,Singapore 128384,1.310563,103.751069,Architectural
Multibuild Development Pte Ltd,325A Balestier Rd   Singapore 329755,Singapore 329755,1.323943,103.851587,Architectural
Multiply Architects Llp,59 Jln Sultan   Singapore 198979,Singapore 198979,1.302568,103.861495,Architectural
MYKP Architects,16 Arumugam Rd #02-01 Lion Bldg D Singapore 409961,Singapore 409961,1.325694,103.891235,Architectural
Nazrifah Muhd,Blk 123 Bt Merah Lane 1 #03-72  Singapore 150123,Singapore 150123,1.286675,103.803776,Architectural
Neo & Goh Construction Pte Ltd,10 Ubi Cres #07-83 Ubi Techpark Singapore 408564,Singapore 408564,1.326293,103.896145,Architectural
Neptune Subsea Stabilisation Pte Ltd,54 Loyang Way   Singapore 508747,Singapore 508747,1.380719,103.976097,Architectural
Netec Architects,10 Ubi Cres #05-49 Ubi Techpark Singapore 408564,Singapore 408564,1.326293,103.896145,Architectural
New Space Architects Pte Ltd,201 Henderson Rd #09-18  Singapore 159545,Singapore 159545,1.2825089,103.820457,Architectural
Newprecinct Architects,Blk 86 Marine Parade Central #04-310  Singapore 440086,Singapore 440086,1.301492,103.906681,Architectural
Ng Cheng Bock Contractor Pte. Ltd.,21 Woodlands Cl #09-22 Primz Bizhub Singapore 737854,Singapore 737854,1.4340771,103.8035138,Architectural
Ngee Heng Frame Maker,10 Admiralty St #01-60 North Link Bldg Singapore 757695,Singapore 757695,1.461615,103.812348,Architectural
Ngee Heng Glass Pte Ltd,10 Admiralty St #01-60 North Link Bldg Singapore 757695,Singapore 757695,1.461615,103.812348,Architectural
Nordic Asia,Blk 9005 Tampines St 93 #02-238  Singapore 528839,Singapore 528839,1.339254,103.941341,Architectural
Novena Architect & Urban Designer,Blk 2 Balestier Rd #03-643 Balestier Hill Shopping Centre-Blk 2 Singapore 320002,Singapore 320002,1.325893,103.8429309,Architectural
Okaya Engrg Pte Ltd,Blk 571 Ang Mo Kio Ave 3 #08-3277  Singapore 560571,Singapore 560571,1.370103,103.854642,Architectural
Olsa Design International Pte. Ltd.,Fax  25 Lor Telok #03-01  Singapore 049037,Singapore 049037,1.286632,103.848737,Architectural
Ommi Interiors,7030 Ang Mo Kio Ave 5 #01-31 Northstar @ AMK Singapore 569880,Singapore 569880,1.377918,103.875414,Architectural
Omni Architects,51 Anson Rd #14-57 Anson Centre Singapore 079904,Singapore 079904,1.274627,103.845714,Architectural
Parklink Pte. Ltd.,2 Yishun Industrial St 1 #05-07  Singapore 768159,Singapore 768159,1.352083,103.819836,Architectural
PDAA Design Pte Ltd,3B Aliwal St  Chenn Leonn Bldg Singapore 199896,Singapore 199896,1.301714,103.861379,Architectural
Pipe Vision Engrg,2 Kallang Pudding Rd #09-10 Mactech Ind Bldg Singapore 349307,Singapore 349307,1.330167,103.876698,Architectural
Pipeline Services Pte Ltd,20 Kian Teck Dr   Singapore 628837,Singapore 628837,1.330578,103.694363,Architectural
Place Architects & Design,65 Jln Sultan   Singapore 198982,Singapore 198982,1.302684,103.861414,Architectural
Point Architects Pte Ltd,16 Jln Kilang #04-04  Singapore 159416,Singapore 159416,1.285579,103.809048,Architectural
Prime Glass Specialist & Engrg,20 Ang Mo Kio Ind Pk 2A #04-05 AMK Techlink Singapore 567761,Singapore 567761,1.377348,103.870786,Architectural
Progress Glass Contractor,3016 Bedok Nth Ave 4 #08-07 Eastech Singapore 489947,Singapore 489947,1.337734,103.948804,Architectural
Project Solutions Pte Ltd,1 Liang Seah St #02-16  Singapore 189022,Singapore 189022,1.297708,103.856581,Architectural
PSL Engrg Pte Ltd,58 Sg Kadut Dr   Singapore 729572,Singapore 729572,1.4119489,103.745305,Architectural
Q Max Enterprise Pte.Ltd.,1 Soon Lee St #03-12  Singapore 627605,Singapore 627605,1.3332545,103.6976974,Architectural
Qi Heng Construction Pte Ltd,Blk 208 Hougang St 21 #03-203  Singapore 530208,Singapore 530208,1.358844,103.886685,Architectural
R&D Landscape Consultants (88),112 East Coast Rd #02-35 112 Katong Singapore 428802,Singapore 428802,1.305511,103.904622,Architectural
Raymond Woo & Associates Architects,391A Orchard Rd #08-09 Takashimaya Shopping Centre Singapore 238873,Singapore 238873,1.302707,103.834289,Architectural
RDC Architects Pte Ltd,"#01-01, Gateway East,, 152 Beach Road, Singapore 189721",Singapore 189721,1.299117,103.8589609,Architectural
RG Architects,420 North Bridge Rd #04-10 North Bridge Centre Singapore 188727,Singapore 188727,1.297395,103.8549139,Architectural
Richardho Architects,691A East Coast Rd   Singapore 459057,Singapore 459057,1.3115889,103.92185,Architectural
Rimec Technology Pte Ltd,26 Boon Lay Way #01-77 TradeHub 21 Singapore 609970,Singapore 609970,1.329136,103.751908,Architectural
Robert Greg Shand Architects,51 Telok Ayer St #03-01  Singapore 048441,Singapore 048441,1.282983,103.849122,Architectural
Robert Sie & Associates,Blk 102 Towner Rd #01-250 Townerville Singapore 322102,Singapore 322102,1.320645,103.861876,Architectural
Royal Glass Pte Ltd,31 Woodlands Cl #03-11  Singapore 737855,Singapore 737855,1.4365491,103.8060992,Architectural
RSP Architects Planners & Engineers (Pte) Ltd,1 Kallang Junction #03-01 Banchong Bldg Singapore 339263,Singapore 339263,1.312453,103.864183,Architectural
Rt+Q Architects Pte Ltd,32A Mosque St   Singapore 059510,Singapore 059510,1.283633,103.845313,Architectural
Rudrabhishek S'pore Pte. Ltd.,Blk 165 Bt Merah Central #07-3671  Singapore 150165,Singapore 150165,1.28344,103.816199,Architectural
S A Chua Architects Pte. Ltd.,28A Up Cross St   Singapore 058337,Singapore 058337,1.28409,103.845181,Architectural
S G Chin & Associates,22 Sin Ming Lane #07-75 Midview City Singapore 573969,Singapore 573969,1.358606,103.833566,Architectural
S H Lim Architects Pte Ltd,10 Jln Besar #05-01 Sim Lim Tower Singapore 208787,Singapore 208787,1.304039,103.8546719,Architectural
S J Glass Trading,126 Joo Seng Rd #02-06 Gold Pine Ind Bldg Singapore 368355,Singapore 368355,1.336572,103.882292,Architectural
S T Yeo & Associates,120 Hillview Ave #07-01 Kewalram Hillview Singapore 669594,Singapore 669594,1.356779,103.761706,Architectural
SAA Architects Pte Ltd,2 Bt Merah Central #17-00  Singapore 159835,Singapore 159835,1.284344,103.813836,Architectural
Sam Lian Construction Co,Blk 97 Aljunied Cres #04-431  Singapore 380097,Singapore 380097,1.321334,103.885756,Architectural
Sanhe Construction Pte. Ltd.,11 Woodlands Cl #05-40  Singapore 737853,Singapore 737853,1.434085,103.8023911,Architectural
SC Glass Pte. Ltd.,29 Sg Kadut St 4   Singapore 729054,Singapore 729054,1.42199,103.7447229,Architectural
Sd Architects & Associates Pte. Ltd.,Blk 165 Bt Merah Central #06-3687  Singapore 150165,Singapore 150165,1.28344,103.816199,Architectural
Sdi Architects Pte Ltd,178 Paya Lebar Rd #05-11  Singapore 409030,Singapore 409030,1.32982,103.890266,Architectural
